Order_ID,Order_Date,Customer_ID,Product_ID,Quantity,Price,Discount
ORD00087,2025-06-20,CUST0053,PROD0025,3,726,25
ORD00088,2025-06-18,CUST0021,PROD0034,4,1850,25
ORD00089,2025-12-06,CUST0037,PROD0045,4,1693,20
ORD00090,2025-02-15,CUST0059,PROD0030,3,539,10
ORD00091,2025-07-26,CUST0015,PROD0006,5,10774,0
ORD00092,2025-08-25,CUST0070,PROD0033,4,2017,0
ORD00093,2025-07-05,CUST0067,PROD0037,5,1794,15
ORD00094,2025-01-27,CUST0057,PROD0010,2,54774,10
ORD00095,2025-05-28,CUST0017,PROD0040,4,36746,25
ORD00096,2025-01-15,CUST0016,PROD0047,5,1984,5
ORD00097,2025-06-09,CUST0021,PROD0047,5,1984,0
ORD00098,2025-02-17,CUST0053,PROD0038,2,5072,0
ORD00099,2025-11-28,CUST0016,PROD0011,2,1271,15
ORD00100,2025-09-18,CUST0038,PROD0015,3,17205,15
ORD00101,2025-05-05,CUST0061,PROD0021,4,2760,20
ORD00102,2025-04-08,CUST0050,PROD0015,5,17205,20
ORD00103,2025-02-05,CUST0018,PROD0008,3,16069,15
ORD00104,2025-05-17,CUST0065,PROD0042,1,1201,10
ORD00105,2025-10-28,CUST0039,PROD0021,5,2760,25
ORD00106,2025-08-17,CUST0020,PROD0023,5,6771,15
ORD00107,2025-10-10,CUST0043,PROD0048,5,2000,15
ORD00108,2025-04-07,CUST0042,PROD0020,2,1362,20
ORD00109,2025-07-30,CUST0030,PROD0033,1,2017,10
ORD00110,2025-12-28,CUST0061,PROD0007,4,1180,15
ORD00111,2025-03-19,CUST0084,PROD0023,4,6771,0
ORD00112,2025-10-30,CUST0065,PROD0050,3,661,0
ORD00113,2025-09-27,CUST0013,PROD0050,4,661,0
ORD00114,2025-07-29,CUST0019,PROD0030,2,539,0
ORD00115,2025-06-23,CUST0034,PROD0018,5,2605,25
ORD00116,2025-02-11,CUST0084,PROD0034,3,1850,25
ORD00117,2025-06-12,CUST0049,PROD0019,4,3133,20
ORD00118,2025-02-05,CUST0080,PROD0028,2,1841,25
ORD00119,2025-04-27,CUST0037,PROD0005,1,2921,15
ORD00120,2025-11-21,CUST0098,PROD0046,1,862,15
ORD00121,2025-06-03,CUST0089,PROD0039,1,1124,0
ORD00122,2025-05-31,CUST0008,PROD0011,3,1271,10
ORD00123,2025-05-06,CUST0019,PROD0016,5,1320,15
ORD00124,2025-04-03,CUST0088,PROD0008,2,16069,5
ORD00125,2025-07-15,CUST0079,PROD0017,5,1988,25
ORD00126,2025-10-26,CUST0064,PROD0004,2,1268,5
ORD00127,2025-05-11,CUST0082,PROD0028,4,1841,10
ORD00128,2025-08-27,CUST0002,PROD0040,3,36746,25
ORD00129,2025-02-07,CUST0021,PROD0031,4,3859,10
ORD00130,2025-11-24,CUST0039,PROD0006,4,10774,25
ORD00131,2025-06-04,CUST0059,PROD0021,2,2760,15
ORD00132,2025-05-02,CUST0014,PROD0047,4,1984,20
ORD00133,2025-06-01,CUST0074,PROD0040,3,36746,0
ORD00134,2025-05-21,CUST0051,PROD0002,1,9364,20
ORD00135,2025-01-26,CUST0100,PROD0007,5,1180,25
ORD00136,2025-04-28,CUST0037,PROD0001,5,2171,10
ORD00137,2025-04-08,CUST0082,PROD0009,5,565,10
ORD00138,2025-12-04,CUST0097,PROD0027,2,1426,25
ORD00139,2025-11-27,CUST0081,PROD0012,1,1082,10
ORD00140,2025-10-24,CUST0005,PROD0009,3,565,25
ORD00141,2025-06-01,CUST0012,PROD0015,3,17205,25
ORD00142,2025-04-13,CUST0023,PROD0048,2,2000,20
ORD00143,2025-09-14,CUST0068,PROD0040,3,36746,5
ORD00144,2025-06-01,CUST0062,PROD0025,3,726,0
ORD00145,2025-03-14,CUST0010,PROD0035,2,16002,25
ORD00146,2025-07-23,CUST0087,PROD0015,5,17205,10
ORD00147,2025-01-08,CUST0051,PROD0048,3,2000,20
ORD00148,2025-07-08,CUST0059,PROD0033,3,2017,20
ORD00149,2025-07-10,CUST0082,PROD0031,1,3859,25
ORD00150,2025-01-13,CUST0061,PROD0007,5,1180,20
ORD00151,2025-04-24,CUST0079,PROD0025,1,726,25
ORD00152,2025-06-04,CUST0090,PROD0048,4,2000,0
ORD00153,2025-01-20,CUST0006,PROD0012,3,1082,15
ORD00154,2025-05-01,CUST0013,PROD0018,5,2605,5
ORD00155,2025-07-09,CUST0059,PROD0003,5,2375,15
ORD00156,2025-03-21,CUST0096,PROD0037,4,1794,25
ORD00157,2025-11-12,CUST0063,PROD0045,4,1693,10
ORD00158,2025-07-09,CUST0089,PROD0048,2,2000,15
ORD00159,2025-07-05,CUST0031,PROD0017,1,1988,25
ORD00160,2025-11-27,CUST0070,PROD0044,3,3523,0
ORD00161,2025-04-08,CUST0036,PROD0038,1,5072,15
ORD00162,2025-04-19,CUST0085,PROD0045,5,1693,0
ORD00163,2025-05-05,CUST0043,PROD0042,2,1201,20
ORD00164,2025-10-11,CUST0009,PROD0047,2,1984,20
ORD00165,2025-06-18,CUST0030,PROD0009,2,565,20
ORD00166,2025-03-16,CUST0036,PROD0040,2,36746,20
ORD00167,2025-02-26,CUST0023,PROD0003,1,2375,5
ORD00168,2025-05-02,CUST0046,PROD0023,5,6771,10
ORD00169,2025-05-16,CUST0023,PROD0004,1,1268,5
ORD00170,2025-09-27,CUST0054,PROD0007,1,1180,25
ORD00171,2025-08-18,CUST0061,PROD0013,3,5028,20
ORD00172,2025-08-20,CUST0014,PROD0038,5,5072,5
ORD00173,2025-12-04,CUST0006,PROD0016,5,1320,10
ORD00174,2025-01-16,CUST0083,PROD0037,1,1794,15
ORD00175,2025-12-18,CUST0055,PROD0026,1,2930,15
ORD00176,2025-02-07,CUST0057,PROD0047,1,1984,10
ORD00177,2025-02-03,CUST0019,PROD0036,2,1049,10
ORD00178,2025-10-27,CUST0082,PROD0028,5,1841,25
ORD00179,2025-11-02,CUST0049,PROD0050,5,661,10
ORD00180,2025-11-06,CUST0065,PROD0017,4,1988,0
ORD00181,2025-12-02,CUST0015,PROD0009,5,565,25
ORD00182,2025-08-20,CUST0056,PROD0032,2,2541,15
ORD00183,2025-07-24,CUST0059,PROD0013,4,5028,25
ORD00184,2025-08-07,CUST0041,PROD0015,3,17205,25
ORD00185,2025-03-20,CUST0048,PROD0031,4,3859,0
ORD00186,2025-02-17,CUST0011,PROD0016,4,1320,0
ORD00187,2025-07-10,CUST0095,PROD0041,2,1130,20
ORD00188,2025-10-15,CUST0076,PROD0024,5,5163,10
ORD00189,2025-07-30,CUST0016,PROD0025,3,726,25
ORD00190,2025-01-27,CUST0055,PROD0014,3,3243,20
ORD00191,2025-02-23,CUST0046,PROD0041,5,1130,20
ORD00192,2025-12-03,CUST0020,PROD0006,4,10774,5
ORD00193,2025-10-12,CUST0045,PROD0045,3,1693,0
ORD00194,2025-10-21,CUST0036,PROD0028,2,1841,15
ORD00195,2025-11-15,CUST0099,PROD0014,5,3243,25
ORD00196,2025-01-14,CUST0072,PROD0047,5,1984,25
ORD00197,2025-01-15,CUST0035,PROD0002,2,9364,10
ORD00198,2025-06-08,CUST0098,PROD0045,3,1693,10
ORD00199,2025-03-15,CUST0024,PROD0021,5,2760,25
ORD00200,2025-03-14,CUST0009,PROD0031,1,3859,0
ORD00201,2025-04-21,CUST0068,PROD0037,4,1794,15
ORD00202,2025-03-22,CUST0044,PROD0029,3,1342,10
ORD00203,2025-10-18,CUST0042,PROD0007,5,1180,0
ORD00204,2025-03-22,CUST0020,PROD0043,5,1169,0
ORD00205,2025-05-20,CUST0011,PROD0026,4,2930,25
ORD00206,2025-11-07,CUST0063,PROD0007,4,1180,15
ORD00207,2025-09-20,CUST0028,PROD0001,1,2171,10
ORD00208,2025-05-26,CUST0015,PROD0011,5,1271,15
ORD00209,2025-06-07,CUST0086,PROD0043,1,1169,5
ORD00210,2025-01-29,CUST0077,PROD0037,1,1794,5
ORD00211,2025-03-12,CUST0028,PROD0012,3,1082,10
ORD00212,2025-01-04,CUST0016,PROD0034,4,1850,25
ORD00213,2025-03-08,CUST0023,PROD0008,4,16069,20
ORD00214,2025-09-14,CUST0030,PROD0027,5,1426,25
ORD00215,2025-07-23,CUST0010,PROD0050,1,661,15
ORD00216,2025-02-09,CUST0059,PROD0041,3,1130,20
ORD00217,2025-07-27,CUST0074,PROD0013,4,5028,10
ORD00218,2025-01-11,CUST0052,PROD0048,3,2000,5
ORD00219,2025-12-20,CUST0059,PROD0022,3,1440,0
ORD00220,2025-05-05,CUST0014,PROD0012,4,1082,20
ORD00221,2025-02-10,CUST0068,PROD0007,4,1180,10
ORD00222,2025-04-24,CUST0044,PROD0044,3,3523,5
ORD00223,2025-11-21,CUST0066,PROD0032,1,2541,20
ORD00224,2025-06-28,CUST0025,PROD0027,3,1426,25
ORD00225,2025-05-01,CUST0019,PROD0033,1,2017,5
ORD00226,2025-03-30,CUST0026,PROD0025,5,726,5
ORD00227,2025-12-02,CUST0098,PROD0027,1,1426,5
ORD00228,2025-08-26,CUST0064,PROD0002,5,9364,20
ORD00229,2025-10-17,CUST0088,PROD0022,5,1440,10
ORD00230,2025-03-19,CUST0041,PROD0011,4,1271,0
ORD00231,2025-11-20,CUST0057,PROD0013,3,5028,10
ORD00232,2025-06-30,CUST0008,PROD0014,5,3243,0
ORD00233,2025-08-20,CUST0060,PROD0010,1,54774,0
ORD00234,2025-02-09,CUST0037,PROD0017,1,1988,20
ORD00235,2025-07-16,CUST0065,PROD0048,4,2000,20
ORD00236,2025-01-22,CUST0095,PROD0029,4,1342,20
ORD00237,2025-06-14,CUST0025,PROD0001,5,2171,15
ORD00238,2025-02-01,CUST0020,PROD0021,4,2760,0
ORD00239,2025-02-13,CUST0092,PROD0040,5,36746,25
ORD00240,2025-05-07,CUST0006,PROD0044,4,3523,15
ORD00241,2025-11-09,CUST0067,PROD0007,2,1180,10
ORD00242,2025-07-18,CUST0037,PROD0035,4,16002,10
ORD00243,2025-01-27,CUST0077,PROD0009,3,565,0
ORD00244,2025-10-13,CUST0013,PROD0039,4,1124,10
ORD00245,2025-12-03,CUST0093,PROD0016,5,1320,5
ORD00246,2025-10-26,CUST0011,PROD0040,2,36746,10
ORD00247,2025-12-24,CUST0084,PROD0009,4,565,5
ORD00248,2025-02-13,CUST0091,PROD0027,3,1426,20
ORD00249,2025-06-18,CUST0083,PROD0041,2,1130,25
ORD00250,2025-12-17,CUST0095,PROD0009,5,565,0
ORD00251,2025-08-05,CUST0086,PROD0005,5,2921,10
ORD00252,2025-06-08,CUST0047,PROD0001,2,2171,5
ORD00253,2025-09-06,CUST0099,PROD0017,2,1988,5
ORD00254,2025-02-09,CUST0020,PROD0028,3,1841,0
ORD00255,2025-10-04,CUST0099,PROD0030,5,539,0
ORD00256,2025-11-13,CUST0044,PROD0045,2,1693,20
ORD00257,2025-03-25,CUST0020,PROD0025,2,726,25
ORD00258,2025-08-13,CUST0022,PROD0039,1,1124,15
ORD00259,2025-05-02,CUST0087,PROD0022,4,1440,20
ORD00260,2025-08-18,CUST0097,PROD0030,2,539,20
ORD00261,2025-08-29,CUST0040,PROD0019,2,3133,10
ORD00262,2025-08-14,CUST0074,PROD0039,4,1124,10
ORD00263,2025-09-28,CUST0065,PROD0024,4,5163,5
ORD00264,2025-03-12,CUST0078,PROD0016,3,1320,0
ORD00265,2025-07-10,CUST0062,PROD0033,5,2017,0
ORD00266,2025-03-05,CUST0067,PROD0036,3,1049,0
ORD00267,2025-08-19,CUST0035,PROD0028,5,1841,5
ORD00268,2025-04-24,CUST0012,PROD0039,4,1124,10
ORD00269,2025-01-28,CUST0054,PROD0024,4,5163,20
ORD00270,2025-07-17,CUST0031,PROD0008,1,16069,10
ORD00271,2025-06-13,CUST0004,PROD0004,1,1268,25
ORD00272,2025-03-16,CUST0043,PROD0044,2,3523,0
ORD00273,2025-12-23,CUST0061,PROD0031,2,3859,25
ORD00274,2025-11-12,CUST0058,PROD0048,1,2000,0
ORD00275,2025-04-21,CUST0033,PROD0039,2,1124,20
ORD00276,2025-09-28,CUST0078,PROD0032,4,2541,0
ORD00277,2025-06-04,CUST0031,PROD0032,1,2541,0
ORD00278,2025-11-24,CUST0054,PROD0016,5,1320,15
ORD00279,2025-09-13,CUST0015,PROD0041,5,1130,20
ORD00280,2025-09-21,CUST0081,PROD0024,5,5163,5
ORD00281,2025-05-30,CUST0019,PROD0031,4,3859,0
ORD00282,2025-05-04,CUST0046,PROD0015,5,17205,15
ORD00283,2025-12-09,CUST0086,PROD0021,1,2760,20
ORD00284,2025-09-27,CUST0009,PROD0044,5,3523,20
ORD00285,2025-01-11,CUST0071,PROD0014,4,3243,15
ORD00286,2025-07-18,CUST0082,PROD0010,3,54774,10
ORD00287,2025-07-02,CUST0003,PROD0047,1,1984,10
ORD00288,2025-12-03,CUST0094,PROD0006,1,10774,20
ORD00289,2025-06-20,CUST0097,PROD0038,2,5072,0
ORD00290,2025-06-23,CUST0070,PROD0005,2,2921,25
ORD00291,2025-09-03,CUST0090,PROD0020,2,1362,5
ORD00292,2025-08-23,CUST0092,PROD0049,1,1159,10
ORD00293,2025-04-13,CUST0006,PROD0022,1,1440,10
ORD00294,2025-07-23,CUST0066,PROD0039,5,1124,15
ORD00295,2025-11-28,CUST0005,PROD0025,2,726,10
ORD00296,2025-01-25,CUST0100,PROD0005,3,2921,10
ORD00297,2025-08-12,CUST0048,PROD0046,4,862,25
ORD00298,2025-06-23,CUST0050,PROD0029,2,1342,15
ORD00299,2025-07-08,CUST0064,PROD0006,5,10774,10
ORD00300,2025-08-06,CUST0094,PROD0024,1,5163,15
ORD00301,2025-10-07,CUST0024,PROD0001,3,2171,10
ORD00302,2025-06-17,CUST0011,PROD0024,3,5163,10
ORD00303,2025-08-07,CUST0078,PROD0036,2,1049,25
ORD00304,2025-08-17,CUST0045,PROD0032,1,2541,25
ORD00305,2025-08-11,CUST0079,PROD0031,3,3859,25
ORD00306,2025-12-10,CUST0010,PROD0038,4,5072,10
ORD00307,2025-12-14,CUST0096,PROD0026,2,2930,0
ORD00308,2025-12-14,CUST0078,PROD0027,4,1426,0
ORD00309,2025-05-01,CUST0009,PROD0002,3,9364,10
ORD00310,2025-01-17,CUST0073,PROD0029,5,1342,5
ORD00311,2025-07-09,CUST0058,PROD0025,3,726,15
ORD00312,2025-03-12,CUST0074,PROD0029,5,1342,10
ORD00313,2025-11-29,CUST0041,PROD0018,3,2605,5
ORD00314,2025-04-06,CUST0004,PROD0005,4,2921,20
ORD00315,2025-03-02,CUST0072,PROD0030,3,539,10
ORD00316,2025-04-20,CUST0058,PROD0048,5,2000,10
ORD00317,2025-04-13,CUST0063,PROD0045,1,1693,5
ORD00318,2025-03-30,CUST0058,PROD0018,4,2605,0
ORD00319,2025-12-08,CUST0041,PROD0026,3,2930,25
ORD00320,2025-10-05,CUST0071,PROD0048,3,2000,10
ORD00321,2025-12-30,CUST0092,PROD0035,2,16002,10
ORD00322,2025-03-04,CUST0029,PROD0007,2,1180,5
ORD00323,2025-01-14,CUST0064,PROD0018,3,2605,20
ORD00324,2025-08-28,CUST0048,PROD0019,5,3133,5
ORD00325,2025-02-03,CUST0012,PROD0035,3,16002,15
ORD00326,2025-09-03,CUST0093,PROD0010,5,54774,15
ORD00327,2025-02-07,CUST0074,PROD0013,2,5028,10
ORD00328,2025-08-19,CUST0010,PROD0003,4,2375,25
ORD00329,2025-03-07,CUST0045,PROD0024,5,5163,25
ORD00330,2025-03-08,CUST0024,PROD0030,4,539,20
ORD00331,2025-09-23,CUST0016,PROD0035,2,16002,10
ORD00332,2025-06-15,CUST0021,PROD0009,2,565,10
ORD00333,2025-02-10,CUST0037,PROD0038,3,5072,5
ORD00334,2025-05-21,CUST0071,PROD0027,2,1426,25
ORD00335,2025-10-01,CUST0079,PROD0039,1,1124,20
ORD00336,2025-10-31,CUST0022,PROD0010,5,54774,5
ORD00337,2025-11-16,CUST0085,PROD0022,5,1440,10
ORD00338,2025-01-15,CUST0006,PROD0018,1,2605,0
ORD00339,2025-10-23,CUST0099,PROD0036,3,1049,25
ORD00340,2025-10-20,CUST0099,PROD0022,4,1440,20
ORD00341,2025-09-12,CUST0004,PROD0042,5,1201,10
ORD00342,2025-09-05,CUST0039,PROD0010,2,54774,25
ORD00343,2025-08-21,CUST0039,PROD0003,1,2375,25
ORD00344,2025-08-14,CUST0021,PROD0011,4,1271,15
ORD00345,2025-06-24,CUST0027,PROD0038,5,5072,5
ORD00346,2025-06-13,CUST0092,PROD0049,3,1159,15
ORD00347,2025-07-09,CUST0098,PROD0006,5,10774,20
ORD00348,2025-05-04,CUST0041,PROD0013,4,5028,0
ORD00349,2025-05-07,CUST0058,PROD0038,2,5072,0
ORD00350,2025-07-16,CUST0038,PROD0029,5,1342,15
ORD00351,2025-06-17,CUST0021,PROD0047,5,1984,25
ORD00352,2025-03-23,CUST0025,PROD0016,4,1320,20
ORD00353,2025-06-07,CUST0064,PROD0018,4,2605,0
ORD00354,2025-09-16,CUST0051,PROD0022,4,1440,5
ORD00355,2025-06-30,CUST0075,PROD0004,1,1268,0
ORD00356,2025-11-02,CUST0064,PROD0010,4,54774,10
ORD00357,2025-02-25,CUST0002,PROD0029,4,1342,5
ORD00358,2025-07-07,CUST0094,PROD0029,4,1342,10
ORD00359,2025-01-27,CUST0052,PROD0015,5,17205,20
ORD00360,2025-10-11,CUST0047,PROD0013,3,5028,0
ORD00361,2025-08-19,CUST0065,PROD0010,5,54774,10
ORD00362,2025-11-09,CUST0088,PROD0007,1,1180,5
ORD00363,2025-07-11,CUST0051,PROD0022,3,1440,20
ORD00364,2025-03-15,CUST0097,PROD0006,2,10774,20
ORD00365,2025-09-14,CUST0052,PROD0032,1,2541,0
ORD00366,2025-06-20,CUST0018,PROD0033,4,2017,20
ORD00367,2025-11-07,CUST0020,PROD0022,5,1440,5
ORD00368,2025-06-13,CUST0079,PROD0022,2,1440,15
ORD00369,2025-06-03,CUST0095,PROD0019,5,3133,10
ORD00370,2025-09-30,CUST0066,PROD0043,4,1169,25
ORD00371,2025-09-01,CUST0039,PROD0042,1,1201,10
ORD00372,2025-02-26,CUST0087,PROD0020,4,1362,20
ORD00373,2025-12-19,CUST0093,PROD0034,1,1850,20
ORD00374,2025-12-02,CUST0034,PROD0013,5,5028,20
ORD00375,2025-01-27,CUST0093,PROD0011,5,1271,15
ORD00376,2025-11-19,CUST0068,PROD0040,5,36746,15
ORD00377,2025-05-05,CUST0088,PROD0032,1,2541,20
ORD00378,2025-04-08,CUST0015,PROD0009,1,565,15
ORD00379,2025-03-19,CUST0054,PROD0047,4,1984,25
ORD00380,2025-09-14,CUST0053,PROD0008,5,16069,15
ORD00381,2025-02-01,CUST0094,PROD0027,2,1426,20
ORD00382,2025-06-16,CUST0072,PROD0023,4,6771,20
ORD00383,2025-03-30,CUST0041,PROD0040,4,36746,20
ORD00384,2025-07-01,CUST0070,PROD0016,3,1320,20
ORD00385,2025-05-07,CUST0025,PROD0021,3,2760,20
ORD00386,2025-06-02,CUST0029,PROD0016,3,1320,25
ORD00387,2025-12-27,CUST0089,PROD0049,4,1159,10
ORD00388,2025-10-14,CUST0045,PROD0024,3,5163,10
ORD00389,2025-12-13,CUST0074,PROD0017,5,1988,15
ORD00390,2025-03-16,CUST0045,PROD0045,3,1693,0
ORD00391,2025-02-10,CUST0092,PROD0011,3,1271,15
ORD00392,2025-09-03,CUST0033,PROD0049,2,1159,5
ORD00393,2025-10-15,CUST0035,PROD0040,3,36746,5
ORD00394,2025-10-28,CUST0079,PROD0050,2,661,5
ORD00395,2025-09-29,CUST0086,PROD0024,2,5163,25
ORD00396,2025-02-21,CUST0007,PROD0003,4,2375,10
ORD00397,2025-02-21,CUST0061,PROD0038,2,5072,0
ORD00398,2025-07-28,CUST0021,PROD0024,4,5163,15
ORD00399,2025-05-28,CUST0026,PROD0036,3,1049,10
ORD00400,2025-02-15,CUST0008,PROD0004,5,1268,5
ORD00401,2025-01-20,CUST0095,PROD0044,2,3523,15
ORD00402,2025-07-23,CUST0005,PROD0008,4,16069,5
ORD00403,2025-01-20,CUST0038,PROD0035,1,16002,10
ORD00404,2025-02-24,CUST0078,PROD0045,3,1693,10
ORD00405,2025-10-06,CUST0083,PROD0005,5,2921,15
ORD00406,2025-08-28,CUST0065,PROD0020,3,1362,5
ORD00407,2025-03-25,CUST0043,PROD0029,4,1342,25
ORD00408,2025-04-06,CUST0092,PROD0041,1,1130,25
ORD00409,2025-10-18,CUST0038,PROD0006,2,10774,5
ORD00410,2025-07-27,CUST0082,PROD0027,4,1426,20
ORD00411,2025-07-25,CUST0012,PROD0017,1,1988,5
ORD00412,2025-06-15,CUST0062,PROD0040,2,36746,0
ORD00413,2025-05-01,CUST0050,PROD0030,4,539,10
ORD00414,2025-10-26,CUST0039,PROD0020,5,1362,0
ORD00415,2025-07-04,CUST0084,PROD0009,2,565,0
ORD00416,2025-08-27,CUST0016,PROD0044,3,3523,5
ORD00417,2025-09-15,CUST0088,PROD0045,3,1693,25
ORD00418,2025-06-01,CUST0082,PROD0050,3,661,20
ORD00419,2025-03-10,CUST0029,PROD0027,4,1426,5
ORD00420,2025-11-07,CUST0096,PROD0037,3,1794,15
ORD00421,2025-08-30,CUST0071,PROD0042,5,1201,25
ORD00422,2025-05-07,CUST0098,PROD0021,5,2760,0
ORD00423,2025-09-28,CUST0058,PROD0013,3,5028,0
ORD00424,2025-02-01,CUST0015,PROD0004,5,1268,20
ORD00425,2025-10-02,CUST0074,PROD0046,2,862,5
ORD00426,2025-08-15,CUST0067,PROD0034,1,1850,25
ORD00427,2025-10-26,CUST0092,PROD0012,4,1082,0
ORD00428,2025-01-29,CUST0058,PROD0041,4,1130,5
ORD00429,2025-08-22,CUST0054,PROD0015,5,17205,0
ORD00430,2025-12-11,CUST0060,PROD0018,3,2605,25
ORD00431,2025-05-11,CUST0051,PROD0049,1,1159,25
ORD00432,2025-02-07,CUST0075,PROD0006,1,10774,15
ORD00433,2025-02-02,CUST0090,PROD0019,5,3133,0
ORD00434,2025-01-17,CUST0061,PROD0038,3,5072,15
ORD00435,2025-03-11,CUST0099,PROD0035,4,16002,10
ORD00436,2025-07-13,CUST0058,PROD0018,4,2605,0
